frenchTitle;genres;averageRating;numVotes;decade
Les Loustics à l'hosto;Comedy, Crime;6.2;2980;1960
Le Cirque des horreurs;Drama, Horror;6.0;2619;1960
La cité des morts;Thriller, Mystery, Horror;6.7;9176;1960
Les criminels;Thriller, Drama, Crime;6.8;1854;1960
Le jour où l'on dévalisa la Banque d'Angleterre;Thriller, Drama, Crime;6.6;1048;1960
La douceur de vivre;Comedy, Drama;8.0;82545;1960
Le cabotin;Music, Drama;7.1;3948;1960
...et mourir de plaisir;Romance, Drama, Horror;6.5;1541;1960
Le Général de la Rovere;Drama, War;7.7;3889;1950
Ailleurs, l'herbe est plus verte;Comedy, Romance, Drama;6.4;6086;1960
Les voyages de Gulliver;Music, Adventure, Comedy, Family, Fantasy;6.4;3241;1960
Un homme pour le bagne;Thriller, Crime;7.0;1590;1960
Le désert de la peur;Adventure, Drama, War;7.7;6943;1950
Jack l'Éventreur;Thriller, Mystery, Crime, Horror, Drama, History;6.1;1067;1950
La patrouille égarée;Drama, War;6.7;1041;1960
Un vison pour mademoiselle;Comedy;7.0;1172;1960
Moderato cantabile;Romance, Drama;6.9;1348;1960
Le Moulin aux femmes de pierre;ScienceFiction, Horror, Sci-Fi;6.5;2263;1960
Quand gronde la colère;Thriller, Drama, Crime;7.1;1764;1960
Never Take Candy from A Stranger;Thriller, Drama, Mystery, Horror;7.4;2166;1960
La Nuit;Romance, Drama;7.9;25347;1960
Notre agent à La Havane;Comedy, Thriller, Drama, Crime;7.2;6369;1950
Paris nous appartient;Thriller, Drama, Mystery;6.7;2815;1960
Le voyeur;Thriller, Drama, Horror;7.6;41962;1960
Le Petit Soldat;Drama, War;7.1;8450;1960
Plein soleil;Thriller, Drama, Crime;7.7;22290;1960
La fille à la valise;Romance, Drama, Comedy;7.4;2626;1960
Rocco et ses frères;Drama, Crime, Sport;8.2;24199;1960
Samedi soir, dimanche matin;Romance, Drama;7.5;9671;1960
L'académie des coquins;Comedy;7.3;4124;1960
Coulez le Bismarck!;Drama, Action, War, History;7.2;8719;1960
Amants et fils;Drama;7.1;1874;1960
Les Étrangleurs de Bombay;Adventure, Horror, Action, History;6.2;1385;1950
Horizons sans frontières;Western, Adventure, Drama;7.1;5074;1960
Le diabolique docteur Mabuse;Thriller, Crime, Mystery;6.9;4058;1960
Le testament d'Orphée;Fantasy, Drama, Biography;7.2;3921;1960
Tirez sur le pianiste;Thriller, Drama, Crime;7.4;21340;1960
Les procès d'Oscar Wilde;Drama, History, Biography;7.1;1185;1960
Le trou;Thriller, Drama, Crime, History;8.5;21896;1960
Les fanfares de la gloire;Drama;7.5;4889;1960
La grande pagaille;Comedy, Drama, War;7.7;1561;1960
Les Deux Visages du Dr Jekyll;Romance, ScienceFiction, Horror;6.3;3632;1960
Le paradis des monte-en-l'air;Comedy, Action, Crime;6.8;2858;1960
Un taxi pour Tobrouk;Drama, War, History;7.2;2182;1960
Une aussi longue absence;Drama, Mystery;7.0;1164;1960
Le village des damnés;ScienceFiction, Horror, Sci-Fi;7.3;20094;1960
La vérité;Romance, Drama, Crime;7.6;4883;1960
Le monde de Suzie Wong;Romance, Drama;6.9;2862;1960
Zazie dans le métro;Comedy, Fantasy;6.9;7074;1960
Tout au long de la nuit;Music, Drama;7.1;1722;1960
L'année dernière à Marienbad;Romance, Drama, Mystery;7.6;26052;1960
Carry on Regardless;Comedy;6.0;2637;1960
Pas de crédit pour les caves;Thriller, Drama, Crime, Mystery;7.5;3270;1960
Le cave se rebiffe;Comedy, Crime;7.0;1490;1960
La Nuit du loup-garou;Horror;6.5;7534;1960
Le Jour où la Terre prit feu;Romance, ScienceFiction, Drama, Sci-Fi;7.2;6588;1960
Le doulos;Thriller, Drama, Crime;7.7;12707;1960
L'Enquête mystérieuse;Drama, Crime;6.3;1227;1960
Traitement de choc;Thriller, Drama, Crime, Mystery;6.0;1128;1960
Aimez-vous Brahms?;Romance, Drama;7.0;3233;1960
La Guerre des boutons;Comedy, Drama, Family;7.4;2936;1960
Les Canons de Navarone;Adventure, Drama, Action, War;7.5;57704;1960
Les Innocents;Thriller, Drama, Mystery, Horror;7.7;34614;1960
La ruée des Vikings;Romance, Adventure, Action;6.2;1045;1960
En Angleterre occupée;Drama, War, Sci-Fi;6.7;1298;1960
Jules et Jim;Romance, Drama;7.7;45860;1960
Léon Morin, prêtre;Romance, Drama, War;7.5;5991;1960
Lola;Romance, Drama;7.4;8115;1960
La marque;Drama;7.2;1076;1960
Le train de 16h50;Comedy, Drama, Crime, Mystery;7.3;9035;1960
L'Île mystérieuse;Fantasy, Adventure, ScienceFiction, Family;6.7;9174;1960
La lame nue;Thriller, Crime, Mystery;6.6;1618;1960
Les gangsters;Drama, Crime;7.0;1003;1960
Le président;Thriller, Drama;7.2;1127;1960
The Pure Hell of St. Trinian's;Comedy;6.0;1028;1960
Call Me Genius;Comedy;6.8;1251;1960
Le spectre du chat;Thriller, Mystery, Horror;6.3;1725;1960
Hurler de peur;Thriller, Mystery, Horror;7.4;5985;1960
Un goût de miel;Drama;7.4;6633;1960
Tintin et le Mystère de la Toison d'Or;Comedy, Adventure, Drama;6.1;1645;1960
Une femme est une femme;Comedy, Romance, Drama;7.3;19815;1960
La victime;Thriller, Drama, Crime;7.7;7698;1960
Le vent garde son secret;Drama, Crime;7.6;3950;1960
L'Amour à 20 ans;Romance, Drama;7.2;2516;1960
Billy Budd;Adventure, Drama, War, Action;7.8;5148;1960
Boccace 70;Comedy, Romance, Fantasy;7.0;5330;1960
Le caporal épinglé;Comedy, Drama, War;7.0;1087;1960
La folle croisière;Comedy, Romance;6.1;3369;1960
Cartouche;Comedy, Adventure, Action;6.5;3094;1960
Cléo de 5 à 7;Comedy, Drama, Music;7.8;29539;1960
Les mutinés du Téméraire;Adventure, Drama, Action, History;7.1;3187;1960
La révolte des triffides;Thriller, ScienceFiction, Horror, Sci-Fi;6.1;9350;1960
Le Diable et les Dix Commandements;Comedy, Drama;6.7;1050;1960
Les dimanches de Ville d'Avray;Drama;7.8;4968;1960
James Bond 007 contre docteur No;Thriller, Adventure, Action;7.2;186012;1960
Le gentleman d'Epsom;Comedy, Crime;6.1;1080;1960
L'horrible Dr. Orlof.;Horror;6.1;1887;1960
Le mystère de la villa blanche;Drama, Crime, Mystery;7.2;1821;1960
Un amour pas comme les autres;Romance, Drama;7.3;2816;1960
Landru;Comedy, Drama, Crime, Biography;6.4;1287;1960
Rogopag;Comedy, Drama;6.8;2373;1960
Lawrence d'Arabie;Biography, Adventure, War, Drama, History;8.3;329066;1960
Lolita;Romance, Drama, Comedy, Crime;7.5;112462;1960
La solitude du coureur de fond;Drama, Sport;7.5;9697;1960
Docteur Vengeance;Thriller, Adventure, Crime, Horror, Drama;6.6;3917;1960
Brûle, sorcière, brûle !;Drama, Horror;6.9;4385;1960
Le week-end de l'épouvante;Comedy, Thriller, Mystery, Horror;6.3;1061;1960
L'OEil du malin;Drama;7.0;1141;1960
On the Beat;Comedy;6.8;1098;1960
On n'y joue qu'à deux;Comedy, Drama;6.5;1470;1960
Mot de passe: courage;Comedy, Drama, War;6.8;1600;1960
Phaedra;Drama;6.8;2004;1960
Le fantôme de l'opéra;Music, Drama, Mystery, Horror;6.4;3955;1960
Astronautes malgré eux;Comedy, Musical, Sci-Fi;6.1;2858;1960
Le trésor du lac d'argent;Western, Adventure, Drama;6.8;3828;1960
Le soupirant;Comedy, Drama;7.2;1159;1960
Un singe en hiver;Comedy, Drama;7.4;3568;1960
Vivre sa vie;Drama;7.8;36461;1960
L'homme qui aimait la guerre;Adventure, Drama, War;6.5;2329;1960
Jules de Londres;Comedy, Crime;6.7;2514;1960
L'éclipse;Romance, Drama;7.7;23388;1960
8½;Fantasy, Drama;8.0;129251;1960
L'aîné des Ferchaux;Adventure, Drama, Crime;6.5;1913;1960
La Baie des anges;Romance, Drama;7.2;4492;1960
Billy le menteur;Comedy, Romance, Drama;7.2;7379;1960
Les carabiniers;Comedy, Drama, War;6.7;3791;1960
Carambolages;Comedy, Crime;6.1;1107;1960
Carry on Cabby;Comedy, Adventure, Romance;6.4;3183;1960
Cent mille dollars au soleil;Comedy, Adventure, Action;7.0;2907;1960
Ces êtres venus d'ailleurs;ScienceFiction, Drama, Mystery, Horror;6.2;5235;1960
Les camarades;Drama, Crime, History;8.0;3540;1960
Le Couteau dans la plaie;Thriller, Drama, Crime;6.2;1333;1960
Le mari de la femme à barbe;Comedy, Drama;7.3;1038;1960
Docteur Folamour;Comedy, Drama, War;8.3;537560;1960
Faites sauter la banque!;Comedy, Crime;6.7;2768;1960
Le feu follet;Drama;7.8;11072;1960
Bons Baisers de Russie;Thriller, Adventure, Action;7.3;150953;1960
Le Corps et le Fouet;Romance, Mystery, Horror;6.6;4956;1960
Le Guépard;Drama, History;7.9;32290;1960
La Maison du diable;Horror;7.4;44230;1960
Le ciel vous regarde !;Comedy;6.7;1763;1960
L'ombre du passé;Music, Drama;6.9;1756;1960
Hier, aujourd'hui et demain;Comedy, Romance, Drama;7.2;10797;1960
L'immortelle;Drama, Mystery;7.2;1490;1960
Jason et les Argonautes;Fantasy, Adventure, Action, Family;7.3;32726;1960
Le Baiser du vampire;Horror;6.2;4206;1960
La Chambre indiscrète;Romance, Drama;7.3;2368;1960
The leather boys;Romance, Drama;7.1;1122;1960
Les Drakkars;Adventure, Drama;6.0;3292;1960
Sa majesté des mouches;Thriller, Adventure, Drama;6.9;21163;1960
Les Monstres;Comedy;7.4;2907;1960
La souris sur la lune;Comedy, Romance, Drama, Sci-Fi;6.3;2026;1960
Meurtre au galop;Thriller, Mystery, Crime, Comedy, Drama;7.2;7199;1960
Muriel ou le temps d'un retour;Drama;7.0;3949;1960
Mélodie en sous-sol;Romance, Drama, Crime;7.3;4874;1960
Le mépris;Romance, Drama;7.4;37451;1960
Les cavaliers rouges;Western, Adventure, Drama;6.1;1931;1960
Paranoïaque !;Thriller, Drama, Mystery, Horror;6.7;3529;1960
Pouic-Pouic;Comedy;6.5;2196;1960
Le procès;Thriller, Drama, Crime, Mystery;7.6;25649;1960
Le deuxième homme;Thriller, Drama, Crime;6.5;2088;1960
The Servant;Drama;7.8;14941;1960
Docteur, ne coupez pas !;Comedy;6.9;1335;1960
Vacances d'été;Comedy, Musical, Romance, Music;6.1;1977;1960
Le prix d'un homme;Drama, Sport;7.5;7406;1960
Tom Jones : Entre l'alcôve et la potence;Comedy, Adventure, Romance, History;6.4;14835;1960
Le terminus des prétentieux;Comedy, Action, Crime;7.7;6864;1960
Les trois visages de la peur;Horror;7.0;14880;1960
Unearthly Stranger;ScienceFiction, Mystery, Horror, Sci-Fi;6.4;1067;1960
Hôtel international;Drama;6.3;4436;1960
Les vainqueurs;Drama, War;6.9;1871;1960
L'énigme du serpent noir;Mystery, Crime, Horror;6.2;1080;1960
Mission 633;Drama, War, History;6.4;4771;1960
La 7ème Aube;Adventure, Drama, War;6.4;1229;1960
Les amitiés particulières;Romance, Drama;7.7;3198;1960
Angélique, marquise des anges;Romance, Adventure, Drama, History;6.7;3148;1960
Bande à part;Comedy, Romance, Drama, Crime;7.6;28041;1960
Les Barbouzes;Comedy, Thriller, Action, Mystery;6.8;2079;1960
Arrête ton char Cléo;Comedy, Adventure, Romance;6.7;5257;1960
Agent secret 00.0H contre docteur Crow;Comedy;6.2;3268;1960
Mystère sur la falaise;Drama, Mystery;7.2;2791;1960
Le Corniaud;Comedy, Adventure, Crime;7.3;8516;1960
Danse Macabre;Horror;6.8;3121;1960
Le désert rouge;Drama;7.4;18537;1960
L'Empreinte de Frankenstein;ScienceFiction, Horror;6.0;4906;1960
Fantômas;Comedy, Adventure, Crime;6.9;12898;1960
Les Premiers Hommes dans la Lune;Adventure, ScienceFiction, Sci-Fi;6.5;6744;1960
Ni saints ni saufs;Romance, Thriller, Drama, Crime;7.0;3269;1960
Le Gendarme de Saint-Tropez;Comedy, Crime;7.1;14583;1960
La fille aux yeux verts;Romance, Drama;6.9;1592;1960
Goldfinger;Thriller, Adventure, Action;7.7;209181;1960
La Gorgone;Fantasy, Horror;6.4;7432;1960
Le Concierge;Drama;7.1;1057;1960
Les Canons de Batasi;Action, Drama, War, History;7.1;2037;1960
Quatre Garçons dans le vent;Comedy, Musical, Music;7.5;49688;1960
L'homme du Minnesota;Western, Action, War, Romance, Drama;6.0;1003;1960
L'homme de Rio;Comedy, Adventure, Action;7.0;6685;1960
L'insoumis;Thriller, Drama;7.0;1128;1960
Le journal d'une femme de chambre;Drama, Crime;7.4;10116;1960
Pour l'exemple;Drama, War;7.5;2674;1960
Le Masque de la mort rouge;Drama, Horror;6.9;17278;1960
Mariage à l'italienne;Comedy, Romance, Drama;7.4;11948;1960
Merveilleuse Angélique;Romance, Adventure, Mystery, History;6.6;1869;1960
Passage à tabac;Thriller, Mystery, Crime, Comedy, Drama;7.0;6094;1960
Lady détective entre en scène;Thriller, Mystery, Crime, Comedy, Drama;7.1;6624;1960
La force des ténèbres;Thriller, Crime;6.4;1041;1960
Meurtre par procuration;Thriller, Horror, Mystery;6.7;2730;1960
L'ennui;Drama;6.8;1084;1960
L'ange pervers;Drama;6.5;1164;1960
Les parapluies de Cherbourg;Romance, Musical, Drama;7.8;33226;1960
La Peau douce;Romance, Drama;7.5;8778;1960
Le mangeur de citrouilles;Drama;7.1;3114;1960
Le rideau de brume;Thriller, Drama, Crime;7.6;7822;1960
Séduite et abandonnée;Comedy, Drama;7.9;4094;1960
6 femmes pour l'assassin;Thriller, Mystery, Crime, Horror, Drama;7.1;14209;1960
Quand l'inspecteur s'emmêle;Comedy, Crime, Mystery;7.3;32455;1960
Le Secret du docteur Whitset;Thriller, Drama, Crime, Mystery;6.5;1469;1960
La Tulipe noire;Comedy, Adventure, Action;6.6;3062;1960
Une femme mariée;Romance, Drama;7.1;4580;1960
L'Évangile selon saint Matthieu;Drama, History, Biography;7.6;14436;1960
Week-end à Zuydcoote;Drama, War;6.9;2084;1960
Le trésor des montagnes bleues;Western, Adventure, Drama;6.5;3747;1960
Witchcraft;Horror;6.1;1692;1960
La femme de paille;Thriller, Drama, Crime;6.8;3274;1960
Zoulou;Action, Drama, War, History;7.7;44521;1960
La 317ème section;Drama, War, History;7.3;1754;1960
Alphaville, une étrange aventure de Lemmy Caution;Comedy, ScienceFiction, Drama, Mystery;7.0;29014;1960
Angélique et le roy;Romance, Adventure, History;6.6;1892;1960
Aux postes de combat;Thriller, Drama, War, Action;7.3;6250;1960
Le bonheur;Romance, Drama;7.6;10561;1960
Bunny Lake a disparu;Thriller, Drama, Mystery;7.3;10810;1960
Carry on Cowboy;Comedy, Western;6.2;3544;1960
Casanova;Comedy, Drama;6.4;1441;1960
L'obsédé;Thriller, Drama;7.5;12520;1960
Don Camillo en Russie;Comedy, History;6.9;2066;1960
Compartiment tueurs;Drama, Crime, Mystery;7.2;2431;1960
Darling chérie;Romance, Drama;7.0;8223;1960
La dixième victime;ScienceFiction, Romance, Action, Comedy, Drama;6.6;5368;1960
Die! Die! My Darling!;Thriller, Mystery, Horror;6.3;3259;1960
Le docteur Jivago;Romance, Drama, War;7.9;84581;1960
Le dollar troué;Romance, Action, Western;6.4;1309;1960
Le train des épouvantes;Horror;6.6;8104;1960
Dracula - Prince des ténèbres;Horror;6.6;11416;1960
Eva;Romance, Drama;6.4;2163;1960
Fantômas contre Interpol;Comedy, Adventure, Crime, Fantasy;6.8;8806;1960
Juliette des esprits;Comedy, Drama, Fantasy;7.4;15277;1960
Les grandes gueules;Adventure, Crime, Action, Comedy, Drama;6.9;1183;1960
Au secours !;Comedy, Adventure, Musical, Music;7.1;21780;1960
Les héros de Télémark;Drama, Action, War, History;6.5;8531;1960
Cyclone à la Jamaïque;Adventure, Drama, Action;6.5;2436;1960
La Colline des hommes perdus;Drama, War;7.8;15906;1960
Ipcress - Danger immédiat;Thriller, Drama, Mystery;7.2;18642;1960
Le Knack... et comment l'avoir;Comedy, Romance;6.3;3915;1960
Lord Jim;Romance, Adventure, Drama;6.7;4394;1960
Confession à un cadavre;Thriller, Drama, Mystery;7.1;7113;1960
Ne nous fâchons pas;Comedy, Crime;6.6;1490;1960
Les Tueurs de San Francisco;Thriller, Drama, Crime;6.5;2293;1960
Opération Crossbow;Drama, Action, War;6.6;5786;1960
Paris vu par...;Comedy, Drama;6.7;1495;1960
Pierrot le fou;Romance, Thriller, Drama, Crime;7.4;38813;1960
Procès de Jeanne d'Arc;Drama, History, Biography;7.4;6298;1960
La fleur de l'âge;Drama;7.2;1254;1960
Raspoutine, le moine fou;Drama, Horror, Biography;6.2;3626;1960
Répulsion;Thriller, Drama, Horror;7.6;59634;1960
Le démon est mauvais joueur;Thriller, Drama, Crime;6.9;1303;1960
Les Sables du Kalahari;Adventure, Drama, Crime, Action;6.7;1624;1960
Le crâne maléfique;Thriller, Horror;6.2;3812;1960
L'espion qui venait du froid;Thriller, Drama;7.5;19647;1960
Sherlock Holmes contre Jack l'Éventreur;Thriller, Mystery, Crime, Horror, Drama;6.5;2686;1960
La Planète des vampires;Adventure, ScienceFiction, Action, Horror;6.2;7656;1960
Ces merveilleux fous volants dans leurs drôles de machines;Comedy, Adventure, Family;7.0;9546;1960
Opération Tonnerre;Thriller, Adventure, Action;6.9;131583;1960
La tombe de Ligeia;Thriller, Drama, Horror;6.4;7193;1960
Le train;Thriller, Action, War;7.8;20580;1960
Les tribulations d'un Chinois en Chine;Comedy, Adventure, Action;6.2;2529;1960
La vie de château;Comedy, Romance, Drama;6.8;1195;1960
Quoi de neuf Pussycat ?;Comedy, Romance;6.1;11502;1960
La Rolls-Royce jaune;Comedy, Romance, Drama;6.4;4193;1960
Le Jeune Cassidy;Drama, Biography;6.5;1409;1960
Yoyo;Comedy, Drama, Family;7.5;1799;1960
Viva Maria!;Comedy, Adventure, Romance, Western;6.3;4200;1960
Alfie le dragueur;Comedy, Romance, Drama;7.0;16365;1960
L'armée Brancaleone;Comedy, Adventure, History;7.7;5586;1960
Au hasard Balthazar;Drama;7.7;24011;1960
Blow-Up;Thriller, Drama, Mystery;7.4;70502;1960
Le crépuscule des aigles;Adventure, Action, War, Romance, Drama;7.1;7931;1960
Vivre libre;Adventure, Drama, Biography;7.2;7290;1960
Carry on Screaming!;Comedy, Horror;6.7;6119;1960
Les créatures;Fantasy, Drama;6.4;1410;1960
Cul-de-sac;Comedy, Thriller, Drama;7.0;14483;1960
2 ou 3 choses que je sais d'elle;Comedy, Drama;6.5;8967;1960
Le deuxième souffle;Drama, Crime, Action;7.9;7150;1960
Carry on Don't Lose Your Head;Comedy, Adventure, Action;6.5;3284;1960
Fahrenheit 451;ScienceFiction, Drama, Sci-Fi;7.2;46541;1960
Chaque chose en son temps;Comedy, Romance, Drama;7.3;1995;1960
Fantômas contre Scotland Yard;Comedy, Adventure, Crime, Fantasy;6.7;8370;1960
Mes funérailles à Berlin;Thriller;6.8;8205;1960
Le forum en folie;Comedy, Musical, Music;6.8;10241;1960
Le Gendarme à New York;Comedy, Crime;6.4;8828;1960
Georgy Girl;Comedy, Romance, Drama;6.9;4445;1960
La Grande Vadrouille;Comedy, Adventure, War;7.9;21315;1960
Les Grandes Vacances;Comedy, Adventure;6.5;3947;1960
La guerre est finie;Thriller, Drama, War;7.3;2573;1960
Les Daces;Drama, War, History, Biography;7.6;2106;1960
Je la connaissais bien;Drama;7.6;3440;1960
Île de cauchemar;ScienceFiction, Horror, Sci-Fi;6.1;4309;1960
Les désarrois de l'élève Törless;Thriller, Drama, History;7.2;2786;1960
Khartoum;Adventure, Action, War, Drama, History;6.8;8752;1960
Made in U.S.A;Comedy, Crime, Mystery;6.2;4776;1960
Mademoiselle;Drama;7.1;1773;1960
Un homme pour l'éternité;Drama, History, Biography;7.7;38718;1960
Marat/Sade;Music, Drama, History;7.5;2788;1960
Masculin Féminin: 15 Faits Précis;Romance, Drama;7.4;18268;1960
Le diabolique docteur Z;ScienceFiction, Horror, Sci-Fi;6.6;1276;1960
Morgan;Comedy, Drama, Fantasy;6.5;2164;1960
La noire de...;Drama;7.4;6671;1960
La Libération de Paris;Drama, War, History;6.8;5410;1960
L'Invasion des morts-vivants;Horror;6.5;5951;1960
Poupées de cendres;Thriller, Mystery, Crime, Horror;6.0;1255;1960
Qui êtes-vous, Polly Maggoo ?;Comedy, Drama;6.8;1318;1960
Le secret du rapport Quiller;Thriller, Drama, Crime, Mystery;6.3;4563;1960
Suzanne Simonin, La religieuse de Denis Diderot;Drama;7.5;3412;1960
La femme reptile;Horror;6.1;4231;1960
Le Roi de cœur;Comedy, Drama, War;7.3;4582;1960
Les dix petits indiens;Thriller, Crime, Mystery;6.6;5641;1960
Drôles de zèbres!;Comedy, Adventure, Romance;6.4;1237;1960
Thunderbirds et l'odyssée du cosmos;ScienceFiction, Animation, Adventure, Action, Family, Drama;6.4;2708;1960
Trans-Europ-Express;Comedy, Thriller, Drama, Mystery;7.0;2219;1960
L'aventure sauvage;Romance, Adventure, Drama;7.1;2390;1960
Un homme et une femme;Romance, Drama;7.5;12718;1960
Les chuchoteurs;Thriller, Drama;7.1;1582;1960
Un mort en pleine forme;Comedy, Adventure, Crime;6.7;4191;1960
Accident;Romance, Drama, Crime;6.8;5193;1960
Alexandre le Bienheureux;Comedy, Drama;7.3;2416;1960
Angélique et le Sultan;Romance, Adventure, History;6.3;1693;1960
Astérix le Gaulois;Animation, Adventure, Action, Family, Comedy;6.6;12559;1960
Les Aventuriers;Romance, Adventure, Drama;7.0;4238;1960
Fantasmes;Comedy, Romance, Fantasy;6.7;10106;1960
Belle de jour;Romance, Drama;7.6;51578;1960
La belle et le cavalier;Comedy, Romance, Fantasy;6.0;1599;1960
Infirmières en folie;Comedy;6.5;4340;1960
La chinoise, ou plutôt à la chinoise: Un film en train de se faire;Comedy, Drama;6.9;8701;1960
Les comédiens;Drama;6.3;2371;1960
La comtesse de Hong-Kong;Comedy, Romance;6.0;7315;1960
M.15 demande protection;Thriller, Drama, Crime, Mystery;6.7;4438;1960
Diaboliquement vôtre;Thriller, Drama, Crime;6.0;2074;1960
12 salopards;Adventure, Action, War;7.7;81714;1960
L'oeil du malin;Mystery, Crime, Horror;6.1;3480;1960
Triple Cross: La fantastique histoire vraie d'Eddie Chapman;Adventure, Drama, Action, War;6.3;3346;1960
Loin de la foule déchaînée;Romance, Drama, History;7.2;6505;1960
Le bal des vampires;Comedy, Horror;7.0;35071;1960
Carry on Follow That Camel;Comedy, Adventure, Romance;6.0;2803;1960
Frankenstein créa la femme;ScienceFiction, Horror, Sci-Fi;6.5;5745;1960
Le Grand Restaurant;Comedy, Action;6.7;7041;1960
Qu'arrivera-t-il après?;Comedy, Drama;6.2;1110;1960
Indomptable Angélique;Romance, Adventure;6.5;1644;1960
La mariée était en noir;Drama, Crime, Mystery;7.2;10934;1960
Mouchette;Drama;7.7;13587;1960
La nuit des généraux;Thriller, Mystery, Crime, Action, War, Drama;7.2;9184;1960
