tconst,primaryTitle,title,frenchTitle,startYear,genres,production_countries,runtimeMinutes,revenue,tagline,overview,id,averageRating,numVotes,actor1,actor2,actor3
tt1551630,Pawn,Pawn,Pawn,2013,"Crime, Mystery, Action, Thriller",US,88,0.0,Every move is a game changer,A petty robbery spirals into a tense hostage situation after three gunmen hold up a diner that's a front for the mob.,165739,5.7,7606,Forest Whitaker,Ray Liotta,Marton Csokas
tt1552211,The Last Days of American Crime,The Last Days of American Crime,Les derniers jours du crime américain,2020,"Crime, Drama, Action, Thriller",US,148,0.0,,"In the not-too-distant future, as a final response to crime and terrorism, the U.S. government plans to broadcast a signal that will make it impossible for anyone to knowingly break the law.",339095,3.8,12721,Neels Clasen,Edgar Ramírez,Tony Caprari
tt1552224,Outcast,Outcast,Croisades,2014,"Adventure, Action, Thriller","CA,CN,FR,US",99,5148503.0,To save their souls they must save a kingdom.,"A mysterious warrior teams up with the daughter and son of a deposed Chinese Emperor to defeat their cruel brother, who seeks their deaths.",289720,4.6,14663,Nicolas Cage,Hayden Christensen,Alexandre Bailly
tt1554091,A Better Life,A Better Life,A Better Life,2011,"Drama, Romance",US,98,1759252.0,Every father wants more for his son.,A gardener in East L.A. struggles to keep his son away from gangs and immigration agents while traveling across town to perform landscaping work for the city's wealthy landowners.,55720,7.2,16863,Demián Bichir,José Julián,Eddie 'Piolin' Sotelo
tt15548032,Dangerous Liaisons,Dangerous Liaisons,Les Liaisons Dangereuses,2022,"Drama, Romance",FR,109,0.0,,"The innocent Célène might be falling in love with popular surfer Tristan at her new school. But she has no idea that, in actuality, she’s the object of a cruel bet between Tristan and Instagram influencer Vanessa.",968739,4.2,2539,Paola Locatelli,Simon Rérolle,Ella Pellegrini
tt1555064,Country Strong,Country Strong,Country Strong,2010,"Drama, Music, Romance",US,117,20601987.0,It doesn't matter where you've been as long as you come back strong.,"Soon after the rising young singer-songwriter Beau Williams gets involved with a fallen, emotionally unstable country star Kelly Canter, the pair embark on a career resurrection tour helmed by her husband/manager James and featuring a beauty queen-turned-singer Chiles Stanton. Between concerts, romantic entanglements and old demons threaten to derail them all.",45272,6.3,19292,Garrett Hedlund,Gwyneth Paltrow,Leighton Meester
tt1555093,The Seasoning House,The Seasoning House,The Seasoning House,2012,"Drama, Horror, Thriller",GB,90,0.0,Innocence isn't lost... it's taken.,"The Seasoning House - where young girls are prostituted to the military. An orphaned deaf mute is enslaved to care for them. She moves between the walls and crawlspaces, planning her escape. Planning her ingenious and brutal revenge.",127651,6.1,11862,Rosie Day,Sean Pertwee,Kevin Howarth
tt15551346,The End,The End,The End,2024,"Drama, Fantasy, ScienceFiction, Musical","DK,DE,IE,IT,GB,US",148,0.0,,"A post-apocalyptic story about a rich family living in a salt mine converted into a luxurious home. The earth around them has apparently been destroyed, but their son has never seen the outside world. As a young girl appears at the entrance of the bunker, the balance of the family is threatened.",881366,5.5,2182,Tilda Swinton,George MacKay,Moses Ingram
tt15552142,Caddo Lake,Caddo,Caddo Lake,2024,"Mystery, Drama, Thriller, Sci-Fi",US,103,0.0,,"When an 8-year-old girl mysteriously vanishes on Caddo Lake, a series of past deaths and disappearances begin to link together, forever altering a broken family’s history.",863873,6.8,44232,Dylan O'Brien,Eliza Scanlen,Caroline Falk
tt1555440,Girltrash: All Night Long,Girltrash: All Night Long,Girltrash: All Night Long,2014,"Crime, Drama, Comedy",US,86,0.0,"By 2 a.m., I hope I'm naked with her!","The story of five girls and one epic night. The girls will find love, lust, girl-fights, rock and roll, and a whole lot of stoned sorority girls.",254936,6.2,1517,Lisa Rieffel,Erin Kelly,Michelle Lombardo
tt15558152,The Visitor,The Visitor,The Visitor,2022,"Mystery, Drama, Horror, Thriller",US,89,0.0,"Where he goes, death follows.","After a series of tragedies including the death of his father-in-law, Robert and his wife Maia leave their home in London to move back to her childhood home. But when Robert discovers an old portrait in the attic of a man who is his spitting image, he goes down a rabbit hole to discover the identity of this mysterious doppelganger known only as the visitor. It isn’t long until he realizes – where the visitor goes, death follows.",881487,4.3,3226,Finn Jones,Jessica McNamee,Thomas Francis Murphy
tt15559582,Bezos,Bezos,Bezos,2023,"History, Drama, Biography",US,99,0.0,,"Bezos chronicles the true-life story of Jeff Bezos-a humble yet awkward entrepreneur on his mission to create Amazon, the world's largest e-commerce company, and turning himself into the richest man in the world.",982104,4.3,2952,Armando Gutierrez,Emilio Estefan Jr.,Eliana Ghen
tt15566896,Pretty Problems,Pretty Problems,Pretty Problems,2022,"Drama, Comedy, Romance",US,103,0.0,You're invited. To question all your life choices.,A disoriented couple gets invited to a Sonoma Chateau by affluent strangers and ends up having the most unhinged weekend of their lives.,934197,5.6,1602,Britt Rentschler,Michael Tennant,J.J. Nolan
tt15574270,I Saw the TV Glow,I Saw the TV Glow,I Saw the TV Glow,2024,"Mystery, Drama, Horror",US,100,0.0,,"Two teenage outcasts bond over their shared love of a scary television show, but the boundary between TV and reality begins to blur after it is mysteriously canceled.",858017,5.8,37347,Justice Smith,Jack Haven,Ian Foreman
tt1557843,Purge,Purge,Purge,2010,"Drama, ScienceFiction, Sci-Fi",US,80,0.0,,A genetically-engineered world. All Layla wanted was to fit in and be happy. But her nemesis wouldn't let her.,451940,2.7,1595,Sarah Breen,Meda Royall,Frances Marrington
tt1559027,D'Agostino,D'Agostino,D'Agostino,2012,"Drama, Sci-Fi",US,124,0.0,An inherited property. A new best friend. Allan Dawson is about to discover the true meaning of male bonding.,"Heading on a transatlantic voyage at sea from an Italian lab to America, D'Agostino is the story of a human clone left for dead at the shores of Santorini Greece. This lost cargo, commissioned by wealthy individuals for organ tranplants, is abandoned as the freight cannot be recovered. Allan Dawson has recently inherited his grandmother's island estate. He's in a loveless relationship with his common law spouse Sylvia. As he finds this interesting freight, what follows is a macabre tale of self realization as Allan proceeds to set himself out of his sedentary existence to mold his latest discovery into a new best friend with dire consequences.",270436,4.4,2349,Keith Roenke,Michael Andricopoulos,Torie Tyson
tt1559033,Prowl,Prowl,Prowl,2010,"Horror, Thriller","GB,US,BG",84,0.0,"She was running from her life,now she's running for it.","Amber dreams of escaping her small town existence and persuades her friends to accompany her to find an apartment in the big city. When their transportation breaks down, she and her friends gratefully accept a ride in the back of a semi. But when the driver refuses to stop and they discover the cargo is hundreds of cartons of blood, they panic. Their panic turns to terror when the truck disgorges them into a dark, abandoned warehouse where blood-thirsty creatures learn to hunt human prey, which, the friends realize, is what they now are... Written by Svetlio Svilenov",60575,4.5,5288,Ruta Gedmintas,Josh Bowman,Perdita Weeks
tt1559036,The Motel Life,The Motel Life,The Motel Life,2012,"Mystery, Drama, Animation, Thriller",US,85,0.0,They will do anything to find the truth,A pair of working-class brothers flee their Reno Motel after getting involved in a fatal hit-and-run accident.,80318,5.9,3874,Emile Hirsch,Stephen Dorff,Doc Divecchio
tt1559040,Angels Crest,Angels Crest,Angels Crest,2011,Drama,"CA,GB",92,0.0,One town. One life. One wrong turn.,"The small working-class town of Angels Crest is a tight-knit community resting quietly in one of the vast and stunningly beautiful valleys of the Rocky Mountains. Ethan, one of the town's residents, is a young father but not much more than a kid himself. He has no choice but to look after his three-year-old son Nate, since mom Cindy is an alcoholic. But one snowy day, Ethan's good intentions are thwarted by a moment of thoughtlessness, resulting in tragedy. A local prosecutor haunted by his past goes after Ethan, and the ensuing confusion and casting of blame begins to tear the town apart.",77957,5.7,2146,Thomas Dekker,Lynn Collins,Elizabeth McGovern
tt1559547,Beautiful Creatures,Beautiful Creatures,Sublimes créatures,2013,"Drama, Fantasy, Romance",US,124,60052138.0,Dark secrets will come to light.,"Ethan Wate just wants to get to know Lena Duchannes better, but unbeknownst to him, Lena has strange powers.  As Lena's 16th birthday approaches she might decide her fate, to be good or evil.  A choice which will impact her relationship forever.",109491,6.1,92205,Alice Englert,Viola Davis,Emma Thompson
tt15600222,An Action Hero,An Action Hero,An Action Hero,2022,"Crime, Comedy, Action, Thriller","IN,GB",130,0.0,,"At the age of just 30, Maanav at the peak of his acting career gets caught up in a murder accusation, which turns his own life into an eccentric action thriller as he flees the country, with a vengeful politician hot on his heels.",882826,7.0,33132,Ayushmann Khurrana,Jaideep Ahlawat,Gautam Joglekar
tt1560220,Zombieland: Double Tap,Zombieland: Double Tap,Retour à Zombieland,2019,"Horror, Comedy, Action",US,99,122801777.0,,"Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.",338967,6.7,216076,Woody Harrelson,Jesse Eisenberg,Emma Stone
tt1560653,I Am Here... Now,I Am Here....Now,I Am Here... Now,2009,"Crime, Fantasy, Drama, Comedy, ScienceFiction, Thriller",US,87,0.0,,"An Alien Being from another universe lands on earth and is angered at how the human species live in a world of greed, corruption, lies, violence and a disregard for the natural environment. The Being takes it upon itself to eliminate the politicians, lawyers, criminals, corporate leaders, and others who disrespect the planet... That The Being has created as a planetary experiment. This thought provoking supernatural film is filled with surprising mystical metaphors, exciting twists... And a stunning dramatic conclusion.",99847,4.3,2630,Neil Breen,Joy Senn,Elizabeth Sekora
tt1560747,The Master,The Master,The Master,2012,"History, Drama",US,138,28258060.0,Every man needs a guide.,"Freddie, a volatile, heavy-drinking veteran who suffers from post-traumatic stress disorder, finds some semblance of a family when he stumbles onto the ship of Lancaster Dodd, the charismatic leader of a new ""religion"" he forms after World War II.",68722,7.1,192536,Joaquin Phoenix,Philip Seymour Hoffman,Amy Adams
tt1560954,Gun,Gun,Gun,2010,"Crime, Action, Thriller",US,82,0.0,One gun. Many lives lost.,"The Detroit Police launches a full-scale war against gun runners with the cooperation of the Feds and target a criminal named Rich. When a gun exchange goes bad and Rich’s old friend Angel, steps up big time and saves his life, they form a bond that makes his supplier and lover, Gabriella paranoid. But there is a snitch in the group and Gabriella’s biggest deal goes bad only to have an even bigger secret revealed, one that rocks Rich to his core.",51250,3.8,4022,50 Cent,Val Kilmer,AnnaLynne McCord
tt1560970,Neds,Neds,Neds,2010,Drama,"GB,FR,IT",124,0.0,Some people need to be taught a lesson,"NEDs (Non Educated Delinquents) is the story of a young man’s journey from prize-winning schoolboy to knife-carrying teenager. Struggling against the low expectations of those around him, John McGill changes from victim to avenger, scholar to NED, altar boy to glue sniffer. When he attempts to change back again, his new reality and recent past make conformity near impossible and violent self determination near inevitable.",55785,6.9,8963,Conor McCarron,Greg Forrest,Joe Szula
tt1560978,Rogue River,Rogue River,Rogue River,2011,"Horror, Thriller",US,81,0.0,You can't outrun family,"When a young woman takes a trip down Rogue River, her car mysteriously disappears. Lost without transport or communication, she accepts the hospitality of a stranger who offers her shelter for the night at his cabin. With no other options available, she reluctantly accepts only to forever regret it. The ensuing hours yield nothing but torture, indescribable pain, and horrific agony. If you've seen Misery, you've seen nothing. This movie starts where horror films end and leaves viewers paralysed by fear and disgust.",79550,4.3,2088,Michelle Page,Art Alexakis,Chris Coy
tt1560985,The Devil Inside,The Devil Inside,Devil Inside,2012,"Horror, Thriller",US,83,101758490.0,No soul is safe.,"In Italy, a woman becomes involved in a series of unauthorized exorcisms during her mission to discover what happened to her mother, who allegedly murdered three people during her own exorcism.",76487,4.2,38114,Fernanda Andrade,Simon Quarterman,Evan Helmuth
tt1560993,"L'amour, c'est mieux à deux",The Perfect Date,"L'amour, c'est mieux à deux",2010,"Comedy, Romance",FR,100,0.0,,"Michel dreams of a perfect meeting with the woman of his dreams, entirely due to chance, as his parents and grandparents experienced. Vincent, Michel's contrast, is completely different. He is more the man of the direct approach and he follows his...! The two childhood friends Michel and Vincent, with completely opposite views when it comes to women, soon discover the limits of their respective techniques when they meet Angèle and Nathalie.",136294,5.7,1873,Clovis Cornillac,Virginie Efira,Manu Payet
tt1561457,Double Down,Double Down,Double Down,2005,"Drama, Comedy, Action, Thriller",US,93,0.0,The controversial story of a lone genius who closes down the Las Vegas Strip...,An edgy action thriller set in Las Vegas during a terrorist attack. A genius computer loner takes control of the city and the attack as he fights with his fits of overwhelming depression and obsessions with love and death.,260928,4.0,3624,Neil Breen,Laura Hale,Mike Brady
tt1562567,Bloodwork,Bloodwork,Bloodwork,2012,"Horror, Thriller, Sci-Fi","US,CA",100,0.0,Not Dying Doesn't Mean You're Alive,A couple of college students decide to sign up for pharmaceutical testing of a new allergy drug to make some extra cash for their spring break trip. They quickly discover their two week stay will not be as easy as they first believed and fight to save themselves from the grips of the facility.,100024,5.2,2546,Travis Van Winkle,John Bregar,Tricia Helfer
tt1562568,Higher Ground,Higher Ground,Higher Ground,2011,"Drama, Thriller",US,109,841733.0,,"Vera Farmiga's directorial debut, HIGHER GROUND, depicts the landscape of a tight-knit spiritual community thrown off-kilter when one of their own begins to question her faith. Inspired by screenwriter Carolyn S. Briggs' memoir This Dark World, the film tells the story of a thoughtful woman's struggles with belief, love, and trust - in human relationships as well as in God.",50875,6.2,3348,Vera Farmiga,Joshua Leonard,Dagmara Dominczyk
tt1562849,Division III: Football's Finest,Division III: Football's Finest,Division III: Football's Finest,2011,"Comedy, Sport, Romance",US,98,0.0,,"This ensemble comedy follows the Pullham University Bluecocks, a small liberal arts college with a Division III football program (the lowest division in the NCAA). When the head coach unexpectedly dies, the future of the flailing football program is in jeopardy, as they have not had a winning season in decades. In a desperate attempt to create some media attention for the athletic program and the university, President Georgia Anne Whistler hires known lunatic and felon, Coach Rick Vice, for what could be the football programs final season.",82685,5.5,1942,Andy Dick,Marshall Cook,Michael Jace
tt1562899,Jinn,Jinn,Jinn,2014,"Fantasy, Horror, Thriller",US,97,149337.0,The Secret that Half the World has been Keeping...,"From the beginning, stories of angels and men have captured our imaginations and have been etched into our history crossing all boundaries of culture, religion, and time. These two races have dominated the landscape of modern mythology for countless centuries, almost washing away the evidence that a third ever existed. This third race, born of smokeless fire, was called the jinn. Similar to humans in many ways, the jinn lived invisibly among us and only under dire or unusual circumstances were our paths ever meant to cross.",52653,4.1,4885,Dominic Rains,Ray Park,William Atherton
tt1563704,Legendary,Legendary,Legendary,2010,"Drama, Sport",US,107,0.0,Some Legends are born out of Struggle.,"A book-smart teenager joins his school's wrestling team as a way to reunite his surviving family members, who split apart after the death of his father, a college wrestling legend, 10 years ago.",43922,6.1,5538,John Cena,Patricia Clarkson,Danny Glover
tt1563719,Hunt to Kill,Hunt to Kill,Hunt to Kill,2010,"Adventure, Action, Thriller","CA,US",98,0.0,Survival of the baddest,"U.S. Border Patrol agent Jim Rhodes is a tough divorcée mourning the loss of his murdered partner while struggling to raise his rebellious daughter in the mountains of Montana. But when a crew of trigger-happy fugitives takes Rhodes and his daughter hostage, the rugged wilderness will explode in all-terrain vengeance. Is there any wounded animal more dangerous than a lawman left for dead?",46713,5.1,7226,Eric Roberts,Steve Austin,Gary Daniels
tt1563738,One Day,One Day,Un jour,2011,"Drama, Romance","GB,US",107,59389433.0,Twenty years. Two people.,"A romantic comedy centered on Dexter and Emma, who first meet during their graduation in 1988 and proceed to keep in touch regularly. The film follows what they do on July 15 annually, usually doing something together.",51828,7.0,175098,Anne Hathaway,Jim Sturgess,Patricia Clarkson
tt1563742,Overboard,Overboard,Overboard,2018,"Comedy, Romance",US,112,91244913.0,A riches to rags story. If only he could remember it.,"A spoiled, wealthy yacht owner is thrown overboard and becomes the target of revenge from his mistreated employee.",454619,6.0,42901,Eugenio Derbez,Anna Faris,Eva Longoria
tt1564349,Dolphin Tale,Dolphin Tale,L'incroyable histoire de Winter le dauphin,2011,"Drama, Family",US,113,95404397.0,Inspired by the amazing true story of Winter,A story centered on the friendship between a boy and a dolphin whose tail was lost in a crab trap.,62837,6.8,26294,Morgan Freeman,Ashley Judd,Harry Connick Jr.
tt1564367,Just Go with It,Just Go with It,Le mytho - Just Go with It,2011,"Comedy, Romance",US,117,214945591.0,Sometimes a guy's best wingman... is a wingwoman,"A plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.  A remake of Cactus Flower (1969).",50546,6.4,278399,Adam Sandler,Jennifer Aniston,Brooklyn Decker
tt1564368,Aftermath,Aftermath,Aftermath,2014,"Drama, Horror, Thriller, Sci-Fi",US,92,0.0,,"Searching for a happy ending to a tale of unimaginable disaster and horror, nine strangers find themselves holed up together in a farmhouse cellar in rural Texas. The United States has hastily become embroiled in World War 3. A young doctor named Hunter survives the nuclear attack and is thrown together by happenstance with a group of wounded and frightened victims, including Elizabeth, a strong-willed confidant to Hunter, Brad - an antagonistic redneck jackass, and Jennifer, a barely coherent young woman suffering from severe post-traumatic stress. Together, they attempt to endure the devastating holocaust as they struggle with claustrophobia and conflicting personalities. In a makeshift shelter, Hunter and his dying companions wait for news from the government while fending off hunger, radiation sickness, and a horde of frightened and dying refugees",188839,4.8,2196,C.J. Thomason,Monica Keena,Edward Furlong
tt1564585,Skyline,Skyline,Skyline,2010,"Adventure, Sci-Fi, Action, ScienceFiction, Thriller",US,92,66984888.0,Don't look up,"When strange lights descend on the city of Los Angeles, people are drawn outside like moths to a flame where an extraterrestrial force threatens to swallow the entire human population off the face of the Earth. Now the band of survivors must fight for their lives as the world unravels around them.",42684,4.5,93435,Eric Balfour,Donald Faison,Scottie Thompson
tt1564777,Fallen,Fallen,Fallen : Les Damnés,2016,"Drama, Fantasy, Romance","HU,US",91,0.0,Some angels are destined to fall.,"Lucinda Price is sent to a reform academy under the assumption that she has killed a boy. There, she meets two mysterious boys, Cam and Daniel, to whom she feels drawn to both. But as the love triangle unfurls, it is Daniel that Luce cannot keep herself away from, and things begin to take a darker turn when she finds out his true identity.",283378,5.2,17425,Joely Richardson,Addison Timlin,Hermione Corfield
tt1565064,In Montauk,In Montauk,In Montauk,2012,"Drama, Romance",US,69,0.0,,"Julie Wagner has everything today's young woman thinks she wants: a successful husband who adores her, a baby on the way, a close circle of family and friends, and a career as a photographer that is about to take off. So why is she alone in Montauk in the middle of December? During the cold, stark days, Julie throws herself into capturing her artistic vision for an upcoming solo show, yielding works of deep passion and instinct; at night, she restlessly taps away at her computer, plagued by uncertainty about the impending trajectories of her life. When a prickly but brilliant composer-musician knocks on her door with an odd request, Julie ushers in a series of events that will bring her in contact with her buried hopes and fears, and force her to make choices she couldn't have fathomed. At once shocking and wise, In Montauk is a now-familiar story turned inside-out by a main character...",135590,4.7,5529,Nina Kaczorowski,Lukas Hassel,George Katt
tt1565958,Romantics Anonymous,Romantics Anonymous,Les émotifs anonymes,2010,"Drama, Comedy, Romance","BE,FR",80,0.0,,"What happens when a man and a woman share a common passion? They fall in love. And this is what happens to Jean-René, the boss of a small chocolate factory, and Angélique, a gifted chocolate maker he has just hired. What occurs when a highly emotional man meets a highly emotional woman? They fall in love, and this is what occurs to Jean-René and Angélique who share the same handicap. But being pathologically timid does not make things easy for them. So whether they will manage to get together, join their solitudes and live happily ever after is a guessing matter.",51991,6.9,12321,Benoît Poelvoorde,Isabelle Carré,Lorella Cravotta
tt1566637,The Afflicted,The Afflicted,The Afflicted,2011,"Horror, Thriller",US,85,175742.0,A Mother's love has its limits.,"A story of incomprehensible abuse delivered by an explosively violent mother of four. Journey through the mind of a child that experiences a living hell, defined and defended by the twisted religious beliefs of her mother (imdb.com)",101501,4.5,1550,Leslie Easterbrook,Kane Hodder,J.D. Hart
tt15671028,No Hard Feelings,No Hard Feelings,Le Challenge,2023,"Comedy, Romance",US,103,0.0,Not a love story.,"On the brink of losing her childhood home, Maddie discovers an intriguing job listing: wealthy helicopter parents looking for someone to “date” their introverted 19-year-old son, Percy, before he leaves for college. To her surprise, Maddie soon discovers the awkward Percy is no sure thing.",884605,6.3,198632,Jennifer Lawrence,Andrew Barth Feldman,Laura Benanti
tt1567437,The Voices,The Voices,The Voices,2014,"Crime, Comedy, Horror, Fantasy","DE,US",103,0.0,Hearing voices can be murder.,"A mentally unhinged factory worker must decide whether to listen to his talking cat and become a killer, or follow his dog's advice to keep striving for normalcy.",244458,6.3,65410,Ryan Reynolds,Gemma Arterton,Anna Kendrick
tt1567609,Get the Gringo,Get the Gringo,Kill the Gringo,2012,"Crime, Drama, Action, Thriller","MX,US",96,0.0,The odds are against him. So is everyone else.,A career criminal nabbed by Mexican authorities is placed in a tough prison where he learns to survive with the help of a 9-year-old boy.,80389,6.9,113381,Mel Gibson,Kevin Balmore,Daniel Giménez Cacho
tt15679400,Knock at the Cabin,Knock at the Cabin,Knock at the Cabin,2023,"Mystery, Horror, Thriller","JP,US",100,54708659.0,Save your family or save humanity. Make the choice.,"While vacationing at a remote cabin, a young girl and her two fathers are taken hostage by four armed strangers who demand that the family make an unthinkable choice to avert the apocalypse. With limited access to the outside world, the family must decide what they believe before all is lost.",631842,6.1,134778,Dave Bautista,Jonathan Groff,Ben Aldridge
tt1568337,Loosies,Loosies,Run or Die,2011,"Crime, Drama, Comedy, Romance",US,89,0.0,Love is not a crime,"A young pickpocket in the New York subways, living a fast, free, lifestyle is confronted by a woman whom he had a one night affair with, she informs him that she is now pregnant with his child, he must now choose between continuing the lifestyle he lead or take responsibility for his actions.",79465,6.1,6278,Peter Facinelli,Jaimie Alexander,Michael Madsen
tt1568338,Man on a Ledge,Man on a Ledge,Dos au mur,2012,"Crime, Action, Thriller",US,102,46221189.0,You can only push an innocent man so far,"An ex-cop turned con threatens to jump to his death from a Manhattan hotel rooftop. The NYPD dispatch a female police psychologist to talk him down. However, unbeknownst to the police on the scene, the suicide attempt is a cover for the biggest diamond heist ever pulled.",49527,6.6,160728,Sam Worthington,Elizabeth Banks,Jamie Bell
tt1568341,Some Guy Who Kills People,Some Guy Who Kills People,Some Guy Who Kills People,2011,"Mystery, Crime, Comedy, Horror, Thriller",US,97,0.0,Your number is up.,"A former mental patient's repressed anger reaches the boiling point, leading him to embark on a mission of revenge against the thugs who once subjected him to severe physical and mental trauma.",80468,6.3,6228,Kevin Corrigan,Barry Bostwick,Karen Black
tt1568343,The Humbling,The Humbling,En toute humilité: The Humbling,2014,"Drama, Comedy, Romance","IT,US",112,0.0,Older but not wiser.,"Following a breakdown and suicide attempt, an aging actor becomes involved with a much younger woman but soon finds that it's difficult to keep pace with her.",254023,5.6,7417,Al Pacino,Greta Gerwig,Nina Arianda
tt1568346,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,Millénium : Les Hommes qui n'aimaient pas les femmes,2011,"Crime, Mystery, Drama, Thriller","US,NO,SE",158,232617430.0,Evil shall with evil be expelled.,"This English-language adaptation of the Swedish novel by Stieg Larsson follows a disgraced journalist, Mikael Blomkvist, as he investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.",65754,7.8,514445,Daniel Craig,Rooney Mara,Christopher Plummer
tt15683734,It Lives Inside,It Lives Inside,Inside,2023,"Drama, Horror, Thriller","CA,US",99,0.0,पिशाच,"Sam is desperate to fit in at school, rejecting her Indian culture and family to be like everyone else. When a mythological demonic spirit latches onto her former best friend, she must come to terms with her heritage in order to defeat it.",1024773,5.2,8667,Megan Suri,Neeru Bajwa,Mohana Krishnan
tt1568911,War Horse,War Horse,Cheval de guerre,2011,"Drama, Adventure, Action, War",US,146,177584879.0,Separated by war. Tested by battle. Bound by friendship.,"On the brink of the First World War, Albert's beloved horse Joey is sold to the Cavalry by his father. Against the backdrop of the Great War, Joey begins an odyssey full of danger, joy, and sorrow, and he transforms everyone he meets along the way. Meanwhile, Albert, unable to forget his equine friend, searches the battlefields of France to find Joey and bring him home.",57212,7.2,169700,Jeremy Irvine,Emily Watson,David Thewlis
tt1568921,The Secret World of Arrietty,The Secret World of Arrietty,Arrietty : Le Petit Monde des Chapardeurs,2010,"Adventure, Family, Fantasy, Drama, Animation","FR,JP,US",94,149480483.0,Do not be seen by humans. That's been the law of children of the underfloor.,"14-year-old Arrietty and the rest of the Clock family live in peaceful anonymity as they make their own home from items ""borrowed"" from the house's human inhabitants. However, life changes for the Clocks when a human boy discovers Arrietty.",51739,7.6,111570,Bridgit Mendler,Amy Poehler,Will Arnett
tt15690300,Hot Seat,Hot Seat,Hot Seat,2022,"Action, Thriller",US,99,0.0,No time to think. Nowhere to run. One chance to live.,"An ex-hacker is forced to break into high-level banking institutions, another man must try to penetrate the booby-trapped building to get the young man off the hot seat.",888195,4.3,4256,Mel Gibson,Shannen Doherty,Michael Welch
tt1569364,Black Lightning,Black Lightning,Black Lightning - L'eclair noir,2009,"ScienceFiction, Action, Thriller, Sci-Fi","RU,US",102,21500000.0,,"Black Lightning is a Russian superhero film about a Moscow University student who discovers that his otherwise unremarkable car can fly. After his father is attacked, he decides to use the car to fight crime and becomes the city's defender against an evil millionaire.",31162,5.7,5621,Grigory Dobrygin,Ekaterina Vilkova,Viktor Verzhbitskiy
tt1570559,Burning Man,Burning Man,Burning Man,2011,"Drama, Comedy, Romance","GB,AU",110,0.0,,An English chef with a chic restaurant on Bondi Beach trying to put his life and his relationship with his son back on track while surrounded by women.,73565,6.4,4125,Matthew Goode,Rachel Griffiths,Bojana Novakovic
tt1570583,For Ellen,For Ellen,For Ellen,2012,Drama,US,94,0.0,,"After an overnight long-distance drive, Joby has a special meeting—with lawyers and his ex-wife. A struggling musician with the prerequisite tattoos, slimy hair, goatee, and his head firmly floating in the clouds, Joby hasn’t been around to be a dad. Now is his last chance to fight for shared custody of his daughter, Ellen.",84201,6.0,2361,Paul Dano,Margarita Levieva,Jon Heder
tt1570728,"Crazy, Stupid, Love.","Crazy, Stupid, Love.","Crazy, Stupid, Love",2011,"Drama, Comedy, Romance",US,118,145079584.0,This is crazy. This is stupid. This is love.,"Cal Weaver is living the American dream. He has a good job, a beautiful house, great children and a beautiful wife, named Emily. Cal's seemingly perfect life unravels, however, when he learns that Emily has been unfaithful and wants a divorce. Over 40 and suddenly single, Cal is adrift in the fickle world of dating. Enter, Jacob Palmer, a self-styled player who takes Cal under his wing and teaches him how to be a hit with the ladies.",50646,7.4,593512,Steve Carell,Ryan Gosling,Julianne Moore
tt1570989,Tiny Furniture,Tiny Furniture,Tiny Furniture,2010,"Drama, Comedy, Romance",US,98,416498.0,"Aura would like you to know that she is having a very, very hard time.","After graduating from film school, Aura returns to New York to live with her photographer mother, Siri, and her sister, Nadine, who has just finished high school. Aura is directionless and wonders where to go next in her career and her life. She takes a job in a restaurant and tries unsuccessfully to develop relationships with men, including Keith, a chef where she works, and cult Internet star Jed.",47607,6.2,15115,Lena Dunham,Laurie Simmons,Cyrus Grace Dunham
tt1571222,A Dangerous Method,A Dangerous Method,A Dangerous Method,2011,"Drama, Biography, Thriller, Romance","CH,GB,DE,CA",99,27462041.0,Why deny what you desire the most.,"Seduced by the challenge of an impossible case, the driven Dr. Carl Jung takes the unbalanced yet beautiful Sabina Spielrein as his patient. Jung’s weapon is the method of his master, the renowned Sigmund Freud. Both men fall under Sabina’s spell.",48231,6.4,110507,Michael Fassbender,Keira Knightley,Viggo Mortensen
tt1571234,Mortal Engines,Mortal Engines,Mortal Engines,2018,"ScienceFiction, Adventure, Action, Fantasy","NZ,US",128,83869818.0,Some scars never heal,"Many thousands of years in the future, Earth’s cities roam the globe on huge wheels, devouring each other in a struggle for ever diminishing resources. On one of these massive traction cities, the old London, Tom Natsworthy has an unexpected encounter with a mysterious young woman from the wastelands who will change the course of his life forever.",428078,6.1,148531,Hera Hilmar,Robert Sheehan,Hugo Weaving
tt1571249,The Skeleton Twins,The Skeleton Twins,The Skeleton Twins,2014,"Drama, Comedy, Romance",US,93,5284309.0,Family is a cruel joke.,"Estranged twins Maggie and Milo coincidentally cheat death on the same day, prompting them to reunite and confront the reasons their lives went so wrong. As the twins' reunion reinvigorates them, they realize the key to fixing their lives may just lie in repairing their relationship.",244772,6.8,45960,Kristen Wiig,Bill Hader,Luke Wilson
